,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
204,Pulaski County,5119.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,AR
205,Pulaski County,5119.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,AR
224,Alameda County,6001.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,113.0,CA
225,Alameda County,6001.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,CA
230,Butte County,6007.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,CA
235,Contra Costa County,6013.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0,CA
236,Contra Costa County,6013.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,CA
241,El Dorado County,6017.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,CA
244,Fresno County,6019.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0,CA
249,Humboldt County,6023.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,CA
252,Imperial County,6025.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,CA
255,Kern County,6029.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,CA
256,Kern County,6029.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,CA
260,Kings County,6031.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,CA
266,Los Angeles County,6037.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,542.0,CA
267,Los Angeles County,6037.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,91.0,CA
268,Los Angeles County,6037.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,32.0,CA
273,Madera County,6039.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,CA
276,Marin County,6041.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,CA
282,Merced County,6047.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,CA
287,Monterey County,6053.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,CA
294,Orange County,6059.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,161.0,CA
295,Orange County,6059.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,62.0,CA
296,Orange County,6059.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,CA
300,Placer County,6061.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,CA
304,Riverside County,6065.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,140.0,CA
305,Riverside County,6065.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,CA
309,Sacramento County,6067.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0,CA
310,Sacramento County,6067.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,CA
311,Sacramento County,6067.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,CA
316,San Bernardino County,6071.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,CA
317,San Bernardino County,6071.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0,CA
318,San Bernardino County,6071.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,CA
322,San Diego County,6073.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,225.0,CA
323,San Diego County,6073.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,61.0,CA
327,San Francisco County,6075.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,CA
328,San Francisco County,6075.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,CA
332,San Joaquin County,6077.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,CA
333,San Joaquin County,6077.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CA
337,San Luis Obispo County,6079.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,CA
340,San Mateo County,6081.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,CA
343,Santa Barbara County,6083.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,CA
346,Santa Clara County,6085.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,87.0,CA
347,Santa Clara County,6085.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,CA
350,Santa Cruz County,6087.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,CA
353,Shasta County,6089.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,CA
358,Solano County,6095.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,CA
361,Sonoma County,6097.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,CA
364,Stanislaus County,6099.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,CA
365,Stanislaus County,6099.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,CA
372,Tulare County,6107.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,CA
375,Tuolumne County,6109.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,CA
377,Ventura County,6111.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,CA
378,Ventura County,6111.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CA
384,Adams County,8001.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,CO
385,Adams County,8001.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,CO
389,Arapahoe County,8005.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,CO
390,Arapahoe County,8005.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,CO
396,Boulder County,8013.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,CO
408,Denver County,8031.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,94.0,CO
409,Denver County,8031.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,CO
416,El Paso County,8041.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,CO
417,El Paso County,8041.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,CO
428,Jefferson County,8059.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,CO
429,Jefferson County,8059.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,CO
436,Larimer County,8069.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,CO
437,Larimer County,8069.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,CO
469,Fairfield County,9001.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,CT
472,Hartford County,9003.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0,CT
473,Hartford County,9003.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,CT
477,Litchfield County,9005.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,CT
480,Middlesex County,9007.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,CT
483,New Haven County,9009.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,87.0,CT
486,New London County,9011.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,CT
490,Windham County,9015.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,CT
493,New Castle County,10003.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,DE
494,New Castle County,10003.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,DE
498,Sussex County,10005.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,DE
500,District of Columbia,11001.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,DC
501,District of Columbia,11001.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,DC
508,Bay County,12005.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,FL
512,Brevard County,12009.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,96.0,FL
513,Brevard County,12009.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,FL
516,Broward County,12011.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,190.0,FL
517,Broward County,12011.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,59.0,FL
518,Broward County,12011.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23.0,FL
523,Charlotte County,12015.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
526,Citrus County,12017.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,FL
529,Clay County,12019.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
531,Collier County,12021.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL
537,Duval County,12031.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0,FL
538,Duval County,12031.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,FL
541,Escambia County,12033.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,FL
553,Hernando County,12053.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL
558,Hillsborough County,12057.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0,FL
559,Hillsborough County,12057.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,FL
563,Indian River County,12061.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
569,Lake County,12069.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
572,Lee County,12071.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0,FL
573,Lee County,12071.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,FL
581,Manatee County,12081.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,FL
584,Marion County,12083.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,FL
587,Martin County,12085.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
590,Miami-Dade County,12086.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0,FL
591,Miami-Dade County,12086.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,FL
595,Monroe County,12087.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL
598,Nassau County,12089.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
600,Okaloosa County,12091.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
604,Orange County,12095.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,FL
605,Orange County,12095.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,FL
608,Osceola County,12097.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
610,Palm Beach County,12099.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,170.0,FL
611,Palm Beach County,12099.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,FL
615,Pasco County,12101.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,FL
616,Pasco County,12101.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
619,Pinellas County,12103.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,142.0,FL
620,Pinellas County,12103.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,FL
623,Polk County,12105.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,FL
624,Polk County,12105.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
627,Putnam County,12107.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
629,St. Johns County,12109.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
632,St. Lucie County,12111.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,FL
635,Santa Rosa County,12113.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,FL
638,Sarasota County,12115.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,FL
639,Sarasota County,12115.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
642,Seminole County,12117.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,FL
650,Volusia County,12127.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,FL
651,Volusia County,12127.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,FL
664,Bartow County,13015.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
668,Bibb County,13021.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
681,Carroll County,13045.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,GA
683,Catoosa County,13047.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
686,Chatham County,13051.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,GA
691,Cherokee County,13057.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
696,Clayton County,13063.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,GA
699,Cobb County,13067.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,GA
706,Coweta County,13077.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
713,DeKalb County,13089.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,GA
732,Fulton County,13121.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,GA
733,Fulton County,13121.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,GA
743,Gwinnett County,13135.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,GA
747,Hall County,13139.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,GA
757,Jackson County,13157.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
791,Paulding County,13223.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
803,Richmond County,13245.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,GA
810,Spalding County,13255.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
840,Whitfield County,13313.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
846,Hawaii County,15001.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,HI
849,Honolulu County,15003.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,HI
850,Honolulu County,15003.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,HI
856,Ada County,16001.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,ID
911,Champaign County,17019.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,IL
918,Cook County,17031.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,459.0,IL
919,Cook County,17031.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,39.0,IL
928,DuPage County,17043.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,IL
953,Kane County,17089.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,IL
959,Lake County,17097.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,IL
962,LaSalle County,17099.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
969,McHenry County,17111.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IL
974,Madison County,17119.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,IL
1000,St. Clair County,17163.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
1010,Tazewell County,17179.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IL
1020,Will County,17197.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,IL
1024,Winnebago County,17201.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,IL
1029,Allen County,18003.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,IN
1039,Clark County,18019.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IN
1048,Delaware County,18035.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,IN
1051,Elkhart County,18039.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IN
1067,Howard County,18067.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,IN
1075,Johnson County,18081.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,IN
1080,Lake County,18089.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IN
1086,Madison County,18095.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,IN
1088,Marion County,18097.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,IN
1089,Marion County,18097.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,67.0,IN
1096,Monroe County,18105.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IN
1115,St. Joseph County,18141.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,IN
1128,Vanderburgh County,18163.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IN
1197,Linn County,19113.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IA
1218,Polk County,19153.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,IA
1289,Johnson County,20091.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,KS
1290,Johnson County,20091.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,KS
1333,Sedgwick County,20173.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,KS
1337,Shawnee County,20177.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,KS
1354,Wyandotte County,20209.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,KS
1362,Bell County,21013.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,KY
1375,Campbell County,21037.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY
1383,Clay County,21051.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY
1392,Fayette County,21067.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,KY
1396,Floyd County,21071.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,KY
1417,Jefferson County,21111.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,KY
1418,Jefferson County,21111.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,KY
1423,Kenton County,21117.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY
1463,Perry County,21193.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,KY
1465,Pike County,21195.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,KY
1497,Caddo Parish,22017.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,LA
1498,Caddo Parish,22017.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,LA
1501,Calcasieu Parish,22019.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,LA
1510,East Baton Rouge Parish,22033.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA
1520,Jefferson Parish,22051.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0,LA
1524,Lafayette Parish,22055.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,LA
1526,Lafourche Parish,22057.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,LA
1530,Livingston Parish,22063.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,LA
1535,Orleans Parish,22071.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA
1546,St. Bernard Parish,22087.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,LA
1548,St. Charles Parish,22089.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,LA
1556,St. Tammany Parish,22103.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,LA
1558,Tangipahoa Parish,22105.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA
1561,Terrebonne Parish,22109.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA
1575,Cumberland County,23005.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,ME
1580,Kennebec County,23011.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,ME
1586,Penobscot County,23019.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,ME
1594,York County,23031.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,ME
1597,Anne Arundel County,24003.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,53.0,MD
1600,Baltimore County,24005.0,2004.0,2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,MD
1601,Baltimore County,24005.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,87.0,MD
1606,Carroll County,24013.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,MD
1608,Cecil County,24015.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,MD
1612,Frederick County,24021.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD
1616,Harford County,24025.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0,MD
1619,Howard County,24027.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD
1622,Montgomery County,24031.0,2004.0,2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0,MD
